Protein A,Protein B,GO similarity under BP term,GO similarity under MF term,GO similarity under CC term,Combined Score
YLL062C,YOL143C,0.408,0.69,0.426,329.0
YLL067W-A,YMR159C,0.0,0.0,0.0,
YLR001C,YNL019C,1.0,1.0,0.141,163.0
YLR002C,YMR049C,0.503,0.59,0.556,999.0
YLR002C,YOR267C,0.082,0.128,0.342,420.0
YLR002C,YPR016C,0.568,0.481,0.589,999.0
YLR003C,YLR288C,0.256,0.282,1.0,
YLR004C,YLR372W,0.053,0.34,0.092,
YLR004C,YML067C,0.598,0.643,0.869,
YLR004C,YPL076W,0.03,0.34,0.092,
YLR005W,YLR347C,0.037,0.131,0.517,579.0
YLR005W,YNL135C,0.384,0.092,0.74,760.0
YLR006C,YLR233C,0.142,0.095,0.506,170.0
YLR006C,YMR022W,0.124,0.153,0.349,763.0
YLR006C,YNR031C,0.077,0.186,0.729,999.0
YLR007W,YLR383W,0.671,0.092,0.399,999.0
YLR007W,YOL034W,1.0,0.196,1.0,999.0
YLR008C,YLR125W,0.073,0.28,0.173,497.0
YLR009W,YLR074C,0.306,0.093,0.325,999.0
YLR009W,YLR288C,0.097,0.11,0.365,
YLR009W,YNL061W,0.336,0.072,1.0,999.0
YLR011W,YLR288C,0.114,0.163,1.0,160.0
YLR011W,YLR447C,0.215,0.123,0.412,
YLR014C,YML042W,0.255,0.069,0.166,
YLR015W,YPL138C,0.765,0.06,0.431,999.0
YLR016C,YLR086W,0.066,0.234,0.506,186.0
YLR016C,YLR259C,0.411,0.383,0.599,360.0
YLR016C,YLR453C,0.39,0.235,0.506,
YLR016C,YNL189W,0.027,0.383,0.506,
YLR018C,YLR372W,0.144,0.262,1.0,163.0
YLR018C,YML048W,0.044,0.214,0.346,
YLR018C,YMR264W,0.06,0.181,0.099,
YLR018C,YNL279W,0.25,0.477,0.327,
YLR018C,YPR028W,0.054,0.262,0.159,795.0
YLR019W,YLR310C,0.071,0.158,1.0,295.0
YLR019W,YMR012W,0.222,0.073,0.425,367.0
YLR019W,YMR205C,0.178,0.151,0.275,326.0
YLR019W,YMR246W,0.11,0.355,0.425,
YLR019W,YOR043W,0.212,0.113,0.308,992.0
YLR019W,YOR061W,0.141,0.16,0.187,229.0
YLR019W,YOR341W,0.234,0.077,0.305,315.0
YLR019W,YPR010C-A,0.643,0.283,0.308,333.0
YLR021W,YLR288C,0.056,0.282,0.511,
YLR021W,YPL144W,0.843,1.0,0.733,999.0
YLR024C,YMR049C,0.227,0.318,0.331,262.0
YLR025W,YLR191W,0.05,0.709,0.085,262.0
YLR025W,YLR447C,0.04,0.056,0.493,248.0
YLR025W,YMR154C,0.489,0.158,0.422,971.0
YLR025W,YOR275C,0.034,0.477,0.704,999.0
YLR025W,YPR173C,0.062,0.148,0.565,999.0
YLR026C,YLR078C,0.498,1.0,0.205,999.0
YLR026C,YLR268W,0.376,1.0,0.549,999.0
YLR026C,YMR197C,0.376,1.0,0.226,999.0
YLR026C,YNL041C,0.552,0.383,1.0,873.0
YLR026C,YNL049C,0.842,0.252,0.205,857.0
YLR026C,YPR105C,0.526,0.383,0.205,939.0
YLR026C,YPR181C,0.842,0.139,0.236,978.0
YLR027C,YLR314C,0.166,0.066,0.227,
YLR027C,YMR059W,0.16,0.208,0.133,163.0
YLR027C,YNL244C,0.204,0.214,0.506,220.0
YLR028C,YLR373C,0.107,0.283,0.413,161.0
YLR030W,YNL326C,0.112,0.323,0.155,161.0
YLR031W,YMR124W,0.166,1.0,0.314,566.0
YLR034C,YLR056W,0.163,0.34,0.092,243.0
YLR034C,YMR215W,0.074,0.34,0.716,173.0
YLR034C,YOR069W,0.126,0.164,0.13,163.0
YLR034C,YPL076W,0.036,0.34,1.0,
YLR035C,YMR167W,0.747,0.22,0.74,998.0
YLR035C,YMR206W,0.099,1.0,0.218,171.0
YLR035C,YOR261C,0.281,1.0,0.395,603.0
YLR037C,YLR183C,0.22,0.477,0.253,180.0
YLR038C,YML125C,0.054,1.0,0.205,163.0
YLR039C,YLR262C,0.035,0.08,0.529,938.0
YLR039C,YOR361C,0.41,0.208,0.167,607.0
YLR042C,YLR434C,0.0,0.0,0.0,189.0
YLR044C,YLR175W,0.205,0.527,0.472,
YLR044C,YLR314C,0.146,0.08,0.263,
YLR044C,YML016C,0.071,0.416,1.0,
YLR044C,YML064C,0.172,0.192,0.385,
YLR044C,YML115C,0.039,0.416,0.117,
YLR044C,YMR117C,0.113,0.34,0.431,
YLR044C,YMR246W,0.046,0.764,0.506,243.0
YLR044C,YNL127W,0.172,0.643,0.704,593.0
YLR044C,YNL135C,0.199,0.527,0.74,163.0
YLR044C,YNL183C,0.196,0.403,0.506,238.0
YLR044C,YNL189W,0.041,0.276,1.0,
YLR044C,YNL244C,0.14,0.276,0.367,
YLR044C,YNR031C,0.158,0.764,0.386,
YLR044C,YOL139C,0.341,0.172,1.0,
YLR044C,YOR089C,0.038,0.381,0.436,
YLR044C,YOR212W,0.074,0.34,0.318,
YLR044C,YOR260W,0.0,0.444,0.438,619.0
YLR044C,YOR269W,0.041,0.276,0.554,
YLR044C,YOR351C,0.158,0.374,1.0,
YLR044C,YPL031C,0.158,0.192,1.0,
YLR044C,YPL082C,0.136,0.381,1.0,426.0
YLR044C,YPL203W,0.137,0.192,1.0,
YLR044C,YPR110C,0.032,0.208,0.519,
YLR044C,YPR178W,0.246,0.643,1.0,
YLR045C,YPR086W,0.034,0.409,0.172,
YLR049C,YLR191W,0.089,0.318,0.383,161.0
YLR049C,YPL161C,0.041,0.28,0.314,222.0
YLR050C,YLR288C,0.256,0.282,0.704,
YLR051C,YLR119W,0.018,0.477,0.331,501.0
YLR051C,YLR288C,0.077,0.282,0.611,
YLR052W,YLR424W,0.603,0.282,0.506,
YLR052W,YPL235W,0.055,0.122,0.466,995.0
YLR053C,YLR285W,0.055,0.283,0.314,497.0
YLR054C,YLR257W,0.167,1.0,0.401,175.0
YLR054C,YML038C,0.093,0.166,0.292,163.0
YLR055C,YOL148C,0.351,1.0,0.89,999.0
YLR055C,YOR119C,0.069,0.128,0.33,192.0
YLR056W,YLR292C,0.126,0.214,0.64,
YLR056W,YOL099C,0.0,0.0,0.0,161.0
YLR056W,YOR167C,0.132,0.262,0.576,178.0
YLR057W,YLR373C,0.22,1.0,0.117,168.0
YLR058C,YLR175W,0.278,0.407,0.673,
YLR058C,YNL189W,0.061,0.214,0.506,
YLR058C,YNL244C,0.184,0.214,0.672,167.0
YLR058C,YNL290W,0.326,0.163,0.398,
YLR058C,YOR212W,0.121,0.262,0.429,191.0
YLR058C,YPR110C,0.047,0.163,0.295,270.0
YLR059C,YNL250W,0.384,0.041,0.74,273.0
YLR064W,YLR263W,0.1,0.643,0.117,163.0
YLR066W,YOL020W,0.11,0.068,0.234,
YLR067C,YLR438C-A,0.176,0.208,0.74,234.0
YLR070C,YML064C,0.135,0.194,0.151,171.0
YLR071C,YNL236W,0.6,0.599,0.509,999.0
YLR071C,YOL051W,1.0,0.085,1.0,998.0
YLR071C,YOL135C,1.0,0.085,1.0,999.0
YLR071C,YOR119C,0.1,0.198,0.506,299.0
YLR072W,YNL307C,0.114,0.477,0.363,601.0
YLR073C,YPL084W,0.187,0.318,0.565,958.0
YLR074C,YLR106C,0.168,0.194,0.824,992.0
YLR074C,YLR196W,0.168,0.255,0.471,524.0
YLR074C,YLR397C,0.306,0.139,0.325,997.0
YLR074C,YMR303C,0.113,0.077,0.565,
YLR074C,YNL002C,0.346,0.19,0.471,999.0
YLR074C,YNL030W,0.069,0.19,0.342,
YLR074C,YNL038W,0.031,0.061,0.092,177.0
YLR074C,YNL110C,0.113,0.194,0.325,999.0
YLR074C,YNL175C,0.104,0.19,0.704,667.0
YLR074C,YNL182C,0.172,0.318,0.498,989.0
YLR074C,YNR001C,0.073,0.066,0.597,
YLR074C,YNR053C,1.0,0.139,0.704,999.0
YLR074C,YOL041C,0.168,0.194,0.471,674.0
YLR074C,YPL013C,0.028,0.141,0.413,290.0
YLR074C,YPL093W,0.958,0.139,0.471,999.0
YLR074C,YPR016C,0.028,0.252,0.704,999.0
YLR076C,YOR362C,0.0,0.0,0.0,455.0
YLR077W,YMR047C,0.056,0.477,0.74,
YLR078C,YLR268W,0.277,1.0,0.239,999.0
YLR078C,YML055W,0.034,0.173,0.877,170.0
YLR078C,YMR047C,0.42,0.214,0.445,
YLR078C,YMR257C,0.025,0.276,0.568,236.0
YLR078C,YMR297W,0.035,0.173,0.431,555.0
YLR078C,YNL287W,0.498,0.276,0.525,854.0
YLR078C,YPL010W,0.808,0.383,0.545,371.0
YLR078C,YPL218W,0.07,0.124,0.718,809.0
YLR078C,YPR181C,0.42,0.139,0.718,872.0
YLR079W,YLR210W,0.135,0.643,1.0,882.0
YLR079W,YOR209C,0.102,0.067,1.0,439.0
YLR079W,YPR120C,0.135,0.643,1.0,999.0
YLR080W,YMR083W,0.156,0.105,0.557,161.0
YLR080W,YOL131W,0.383,0.323,0.129,182.0
YLR081W,YLR270W,0.04,0.053,0.117,161.0
YLR081W,YOR181W,0.44,0.074,0.187,186.0
YLR082C,YML064C,0.179,0.251,0.373,
YLR082C,YMR043W,0.316,0.235,0.506,599.0
YLR082C,YMR061W,0.71,0.282,0.599,169.0
YLR082C,YNL189W,0.037,0.383,0.506,
YLR083C,YLR295C,0.673,0.092,0.522,
YLR083C,YML048W,0.242,0.383,0.618,
YLR083C,YMR177W,0.059,1.0,0.613,165.0
YLR083C,YOR016C,1.0,1.0,0.699,
YLR083C,YOR036W,0.842,0.383,0.241,209.0
YLR083C,YOR071C,0.46,0.643,0.163,
YLR083C,YPL162C,0.383,1.0,0.163,289.0
YLR083C,YPL264C,0.383,1.0,0.163,175.0
YLR086W,YLR163C,0.144,0.387,0.37,617.0
YLR086W,YOL069W,0.331,0.129,0.45,731.0
YLR086W,YPR110C,0.179,0.076,0.312,191.0
YLR087C,YPR154W,0.111,1.0,0.599,
YLR090W,YMR047C,0.092,0.181,0.436,
YLR090W,YMR240C,0.282,0.25,0.436,198.0
YLR093C,YMR197C,0.376,1.0,0.561,999.0
YLR093C,YOR106W,0.06,1.0,0.622,999.0
YLR094C,YLR295C,0.159,0.092,0.385,
YLR094C,YLR453C,0.155,0.235,0.554,
YLR094C,YMR047C,0.084,0.477,1.0,
YLR096W,YLR182W,0.07,0.133,0.234,414.0
YLR096W,YLR191W,0.364,0.153,0.276,229.0
YLR096W,YLR342W,0.277,0.366,0.091,265.0
YLR096W,YML006C,0.246,0.383,0.234,255.0
YLR096W,YML057W,0.118,0.481,0.158,297.0
YLR096W,YMR036C,0.227,0.228,0.234,388.0
YLR096W,YMR066W,0.15,0.383,0.136,
YLR096W,YMR124W,0.26,0.383,0.234,217.0
YLR096W,YMR205C,0.207,0.554,0.136,
YLR096W,YNL049C,0.433,0.112,0.205,168.0
YLR096W,YNL161W,0.269,1.0,0.305,690.0
YLR096W,YNR052C,0.057,0.167,0.234,163.0
YLR096W,YOL054W,0.066,0.146,0.166,213.0
YLR096W,YOL083W,0.143,0.153,0.305,165.0
YLR096W,YOL138C,0.296,0.383,1.0,193.0
YLR096W,YOR014W,0.251,0.146,0.166,257.0
YLR096W,YOR061W,0.122,0.592,0.099,262.0
YLR096W,YOR093C,0.118,0.383,0.166,245.0
YLR096W,YPR115W,0.389,0.383,0.234,173.0
YLR096W,YPR159W,0.156,0.284,0.549,160.0
YLR096W,YPR181C,0.433,0.139,0.236,493.0
YLR097C,YLR259C,0.428,0.582,0.309,
YLR097C,YLR289W,0.201,0.186,0.309,178.0
YLR097C,YMR303C,0.119,0.113,0.47,
YLR097C,YNL037C,0.222,0.1,0.347,
YLR097C,YOL133W,0.058,0.153,0.47,503.0
YLR097C,YOR151C,0.22,0.267,0.309,
YLR097C,YPL240C,0.103,0.582,0.47,
YLR098C,YPL130W,0.055,0.255,0.29,161.0
YLR102C,YLR127C,0.077,1.0,1.0,999.0
YLR102C,YML092C,0.366,0.383,0.423,171.0
YLR102C,YMR001C,0.073,0.43,0.396,981.0
YLR102C,YMR092C,0.067,0.146,0.328,309.0
YLR102C,YNL176C,0.159,0.383,0.353,161.0
YLR102C,YOR249C,1.0,1.0,0.572,999.0
YLR103C,YLR259C,0.388,0.481,0.434,
YLR103C,YNL330C,0.723,0.128,0.551,810.0
YLR103C,YOL004W,0.401,0.181,0.545,679.0
YLR104W,YLR288C,0.089,0.282,0.218,
YLR105C,YMR059W,0.614,1.0,0.111,998.0
YLR105C,YNR058W,0.259,0.116,0.365,184.0
YLR105C,YPL083C,0.638,1.0,0.501,999.0
YLR106C,YML029W,0.208,0.273,0.481,163.0
YLR106C,YNL030W,0.317,0.513,0.354,150.0
YLR106C,YNL110C,0.12,1.0,0.346,983.0
YLR106C,YOL133W,0.063,0.128,0.599,156.0
YLR106C,YPL043W,1.0,0.513,0.74,820.0
YLR108C,YLR423C,0.256,0.243,0.166,225.0
YLR108C,YOR299W,0.119,1.0,0.427,167.0
YLR109W,YLR340W,0.106,0.08,0.733,240.0
YLR109W,YMR022W,0.151,0.251,0.349,
YLR109W,YMR059W,0.087,0.115,0.234,
YLR109W,YNL312W,0.217,0.08,0.425,166.0
YLR110C,YLR453C,0.16,0.133,0.166,
YLR113W,YLR248W,0.561,0.592,0.506,960.0
YLR113W,YLR362W,0.157,0.128,0.506,861.0
YLR113W,YML127W,0.118,0.214,0.655,340.0
YLR113W,YMR172W,0.101,0.126,1.0,999.0
YLR113W,YMR276W,0.105,0.153,1.0,422.0
YLR113W,YNL167C,0.17,0.133,1.0,999.0
YLR113W,YOL123W,0.227,0.133,1.0,373.0
YLR113W,YOR039W,0.118,0.173,0.511,435.0
YLR113W,YOR061W,0.153,0.592,0.511,693.0
YLR113W,YOR198C,0.074,0.133,0.506,488.0
YLR113W,YOR208W,0.186,0.228,1.0,996.0
YLR113W,YPL240C,0.076,0.173,0.506,747.0
YLR113W,YPR115W,0.246,0.383,0.506,833.0
YLR113W,YPR137C-A,0.208,0.133,0.758,
YLR115W,YLR277C,0.821,0.111,0.944,999.0
YLR115W,YMR061W,0.821,1.0,0.465,997.0
YLR115W,YNL222W,0.284,0.069,0.944,999.0
YLR115W,YNL317W,0.821,1.0,0.585,999.0
YLR115W,YPR107C,0.821,1.0,0.944,999.0
YLR116W,YML046W,0.564,0.785,0.662,988.0
YLR116W,YMR065W,0.079,0.282,0.445,198.0
YLR116W,YMR216C,0.069,0.513,0.506,697.0
YLR116W,YOR142W-A,0.124,1.0,0.506,
YLR116W,YPL016W,0.336,0.25,0.633,159.0
YLR116W,YPL105C,0.071,0.282,0.506,616.0
YLR116W,YPR137C-B,0.147,0.163,1.0,
YLR117C,YML049C,0.932,0.186,0.602,999.0
YLR117C,YMR213W,0.552,0.59,0.171,999.0
YLR117C,YMR240C,0.932,0.163,0.602,999.0
YLR117C,YPR101W,0.658,1.0,0.602,999.0
YLR119W,YLR288C,0.041,0.367,0.506,
YLR119W,YMR235C,0.456,0.169,1.0,269.0
YLR121C,YLR453C,0.201,0.106,0.208,
YLR124W,YLR288C,0.0,0.0,0.0,
YLR124W,YML012W,0.0,0.0,0.0,497.0
YLR124W,YML041C,0.0,0.0,0.0,163.0
YLR124W,YNL092W,0.0,0.0,0.0,
YLR125W,YLR288C,0.256,0.282,0.218,210.0
YLR125W,YMR030W,0.081,1.0,0.218,163.0
YLR127C,YMR001C,0.076,0.43,0.396,937.0
YLR127C,YNL172W,1.0,1.0,1.0,999.0
YLR127C,YOL133W,0.497,1.0,0.338,563.0
YLR127C,YOR249C,0.077,1.0,0.572,999.0
YLR128W,YOR198C,0.049,0.216,0.314,205.0
YLR129W,YLR222C,0.381,1.0,0.793,999.0
YLR131C,YMR304W,0.152,0.146,0.506,500.0
YLR131C,YNL157W,0.207,0.181,0.506,307.0
YLR131C,YNL161W,0.218,0.146,0.356,991.0
YLR131C,YPR086W,0.043,0.081,0.109,402.0
YLR133W,YMR139W,0.299,0.039,1.0,553.0
YLR134W,YLR175W,0.115,0.407,0.472,
YLR134W,YLR261C,0.042,0.477,0.218,161.0
YLR134W,YLR447C,0.063,0.123,0.412,
YLR134W,YNL244C,0.123,0.214,0.367,169.0
YLR134W,YOR390W,0.11,0.123,0.117,163.0
YLR135W,YOR167C,0.344,0.093,0.463,
YLR135W,YPL022W,0.489,0.068,1.0,967.0
YLR136C,YNL230C,0.315,0.146,0.419,195.0
YLR141W,YLR295C,0.115,0.04,0.365,
YLR141W,YPL224C,0.096,0.097,0.38,163.0
YLR143W,YML023C,0.31,0.634,0.506,166.0
YLR144C,YLR191W,0.317,0.1,0.196,188.0
YLR144C,YPR154W,0.373,0.255,0.733,363.0
YLR146C,YPR069C,0.906,0.764,0.506,983.0
YLR147C,YLR275W,1.0,1.0,0.662,999.0
YLR147C,YLR430W,0.722,0.076,0.662,287.0
YLR147C,YLR433C,0.084,0.084,0.402,205.0
YLR147C,YMR088C,0.116,0.064,0.125,198.0
YLR147C,YMR125W,0.87,1.0,0.419,996.0
YLR147C,YMR240C,0.633,1.0,0.662,999.0
YLR147C,YNL016W,0.073,1.0,0.448,839.0
YLR147C,YNR072W,0.054,0.163,0.092,163.0
YLR147C,YOR159C,1.0,1.0,0.8,999.0
YLR147C,YOR308C,0.839,0.282,0.662,999.0
YLR147C,YPR014C,0.0,0.0,0.0,163.0
YLR147C,YPR082C,0.138,0.282,0.8,999.0
YLR147C,YPR178W,0.839,0.282,0.662,999.0
YLR147C,YPR182W,0.847,0.282,0.8,999.0
YLR148W,YLR396C,0.275,0.118,0.519,999.0
YLR148W,YML085C,0.187,0.091,0.395,
YLR148W,YMR197C,0.359,0.582,0.605,998.0
YLR148W,YMR231W,0.389,0.291,0.634,999.0
YLR148W,YOR106W,0.205,0.582,0.755,999.0
YLR148W,YPL045W,0.157,0.251,0.395,999.0
YLR148W,YPL240C,0.069,0.582,0.395,
YLR150W,YLR288C,0.119,1.0,0.506,293.0
YLR151C,YPR066W,0.219,0.096,0.571,165.0
YLR153C,YLR383W,0.114,0.036,0.399,434.0
YLR153C,YNL244C,0.097,0.124,0.367,186.0
YLR154C,YNL088W,0.066,0.124,0.506,152.0
YLR158C,YLR295C,0.145,0.215,0.078,
YLR158C,YNL070W,0.109,0.105,0.082,
YLR158C,YPR163C,0.309,0.133,0.09,
YLR163C,YOL021C,0.151,0.557,0.602,630.0
YLR166C,YMR002W,0.254,1.0,0.34,163.0
YLR166C,YPR055W,0.85,1.0,0.221,999.0
YLR168C,YLR295C,0.133,0.092,0.16,171.0
YLR170C,YPL259C,1.0,1.0,1.0,999.0
YLR170C,YPR029C,0.842,0.173,0.25,999.0
YLR171W,YPR201W,0.0,0.0,0.0,163.0
YLR172C,YOL042W,0.142,0.407,0.599,161.0
YLR172C,YOR159C,0.322,0.111,0.358,189.0
YLR174W,YNR065C,0.112,0.255,0.191,195.0
YLR175W,YLR197W,0.378,0.087,0.472,999.0
YLR175W,YLR233C,0.339,0.087,0.472,220.0
YLR175W,YLR259C,0.316,0.146,0.438,
YLR175W,YLR304C,0.142,0.235,0.56,
YLR175W,YMR047C,0.055,0.181,0.472,
YLR175W,YMR108W,0.189,0.274,0.438,
YLR175W,YMR186W,0.355,0.146,0.438,215.0
YLR175W,YMR205C,0.19,0.179,0.438,254.0
YLR175W,YMR290C,1.0,0.156,0.319,999.0
YLR175W,YMR309C,0.355,0.146,0.593,839.0
YLR175W,YNL124W,0.151,0.111,0.365,999.0
YLR175W,YNL189W,0.024,0.146,0.472,250.0
YLR175W,YNL307C,0.087,0.407,0.286,715.0
YLR175W,YNR001C,0.221,0.207,0.335,
YLR175W,YOR133W,0.338,0.087,0.673,349.0
YLR175W,YOR267C,0.071,0.19,0.673,362.0
YLR175W,YPL012W,0.888,0.111,0.673,992.0
YLR175W,YPL043W,1.0,0.111,0.472,973.0
YLR176C,YLR357W,0.054,0.06,0.386,823.0
YLR176C,YNL030W,0.165,1.0,0.245,
YLR176C,YOR304W,0.039,0.163,0.506,733.0
YLR176C,YPL082C,0.654,0.076,0.506,785.0
YLR177W,YPL203W,0.26,0.251,0.506,364.0
YLR180W,YLR186W,0.162,0.073,1.0,375.0
YLR180W,YLR288C,0.05,0.513,0.506,
YLR180W,YLR383W,0.249,0.086,0.379,299.0
YLR180W,YLR442C,0.394,0.244,0.298,
YLR180W,YML057W,0.084,0.154,0.546,
YLR180W,YML064C,0.119,1.0,0.373,
YLR180W,YML126C,0.187,0.096,0.506,656.0
YLR180W,YMR055C,0.119,0.109,0.404,
YLR180W,YMR059W,0.21,0.061,0.234,
YLR180W,YMR093W,0.255,0.454,0.543,
YLR180W,YMR106C,0.05,0.154,0.398,
YLR180W,YMR137C,0.279,0.11,0.506,
YLR180W,YMR198W,0.067,0.073,0.379,
YLR180W,YMR205C,0.26,0.076,0.599,308.0
YLR180W,YMR284W,0.212,0.05,0.506,
YLR180W,YNL030W,0.143,0.513,0.245,
YLR180W,YNL128W,0.102,0.073,1.0,
YLR180W,YNL182C,0.033,0.347,0.383,174.0
YLR180W,YNL230C,0.089,0.128,0.506,
YLR180W,YNL236W,0.25,0.198,0.294,
YLR180W,YOL045W,0.159,1.0,1.0,427.0
YLR180W,YOL126C,0.184,0.088,0.784,175.0
YLR180W,YOL128C,0.119,0.154,0.314,259.0
YLR180W,YOL133W,0.073,0.128,1.0,
YLR180W,YOR212W,0.059,0.154,0.429,
YLR180W,YOR319W,0.222,0.513,0.506,
YLR180W,YOR326W,0.087,0.079,0.672,422.0
YLR180W,YOR351C,0.119,0.08,0.506,
YLR180W,YPL140C,0.087,1.0,1.0,165.0
YLR180W,YPL164C,0.251,0.477,0.305,
YLR180W,YPL236C,0.119,0.477,0.388,
YLR180W,YPL259C,0.027,0.289,0.401,
YLR180W,YPR110C,0.023,0.513,0.295,308.0
YLR180W,YPR111W,0.119,0.128,1.0,
YLR181C,YPR173C,0.153,0.05,0.425,999.0
YLR182W,YOL131W,0.081,0.282,0.314,161.0
YLR182W,YOR158W,0.453,0.163,0.599,166.0
YLR182W,YOR159C,0.583,0.75,0.358,163.0
YLR182W,YPL204W,0.05,0.078,0.398,492.0
YLR182W,YPL256C,0.1,0.111,1.0,999.0
YLR186W,YLR438W,0.187,0.289,1.0,
YLR186W,YMR205C,0.164,0.182,0.599,
YLR186W,YNR001C,0.188,0.206,0.451,
YLR186W,YOL055C,0.287,0.171,0.784,
YLR186W,YPL004C,0.041,0.117,1.0,
YLR190W,YMR117C,0.451,0.477,0.352,501.0
YLR190W,YPL031C,0.138,0.251,0.74,623.0
YLR191W,YLR330W,0.23,0.318,0.085,
YLR191W,YML034W,0.225,0.318,0.09,
YLR191W,YML035C,0.064,0.106,0.151,450.0
YLR191W,YML052W,0.12,0.318,0.091,229.0
YLR191W,YMR026C,0.23,0.582,0.087,999.0
YLR191W,YMR066W,0.089,0.318,0.091,229.0
YLR191W,YMR192W,0.271,0.709,0.151,188.0
YLR191W,YNL025C,0.113,0.43,0.109,235.0
YLR191W,YNL047C,0.262,0.251,0.158,195.0
YLR191W,YNL094W,0.317,0.1,0.101,229.0
YLR191W,YNL131W,0.391,0.08,0.276,229.0
YLR191W,YNL138W,0.13,0.494,0.064,229.0
YLR191W,YNL152W,0.243,0.283,0.151,229.0
YLR191W,YNL206C,0.088,0.582,0.109,237.0
YLR191W,YNL214W,0.23,0.709,0.087,999.0
YLR191W,YNR016C,0.053,0.13,0.071,229.0
YLR191W,YNR064C,0.05,0.113,0.383,211.0
YLR191W,YOL044W,0.721,0.582,0.064,973.0
YLR191W,YOR057W,0.123,0.582,0.38,229.0
YLR191W,YOR181W,0.16,0.494,0.125,229.0
YLR191W,YOR229W,0.037,0.709,0.123,
YLR191W,YOR259C,0.031,0.118,0.151,
YLR191W,YOR355W,0.164,0.318,0.091,229.0
YLR191W,YPL027W,0.164,0.318,0.149,
YLR191W,YPL049C,0.137,0.267,0.109,229.0
YLR191W,YPL084W,0.055,0.119,0.151,229.0
YLR191W,YPL202C,0.03,0.131,0.091,
YLR191W,YPR091C,0.089,0.419,0.085,188.0
YLR191W,YPR157W,0.089,0.318,0.178,
YLR191W,YPR171W,0.153,1.0,0.149,188.0
YLR192C,YML064C,0.116,0.409,0.249,
YLR192C,YNL244C,0.309,0.238,0.765,997.0
YLR192C,YOR361C,0.309,0.785,0.645,999.0
YLR192C,YPR041W,0.314,0.409,0.765,999.0
YLR196W,YLR233C,0.339,0.235,0.611,
YLR196W,YLR449W,0.317,0.323,1.0,914.0
YLR196W,YMR047C,0.055,0.477,0.611,
YLR196W,YNL037C,0.221,0.255,0.479,
YLR196W,YNL125C,0.055,0.182,0.49,163.0
YLR196W,YNL230C,0.182,0.383,0.611,161.0
YLR196W,YOL077C,0.217,0.235,1.0,995.0
YLR196W,YOL151W,0.063,0.283,0.331,166.0
YLR196W,YOR176W,0.28,0.383,0.49,
YLR196W,YOR267C,0.071,0.226,0.331,369.0
YLR196W,YPL126W,0.281,0.255,0.611,938.0
YLR196W,YPL141C,0.267,0.477,0.331,173.0
YLR196W,YPL207W,0.73,0.251,0.471,869.0
YLR196W,YPL259C,0.055,0.383,0.197,265.0
YLR196W,YPR115W,0.115,1.0,0.331,233.0
YLR196W,YPR191W,0.115,0.161,0.49,
YLR197W,YMR116C,0.088,0.133,0.506,635.0
YLR197W,YMR236W,0.039,0.073,0.541,213.0
YLR197W,YNL061W,0.378,0.049,0.365,966.0
YLR197W,YNL088W,0.233,0.052,1.0,256.0
YLR197W,YOL115W,0.047,0.087,0.413,231.0
YLR197W,YOR303W,0.042,0.409,0.346,193.0
YLR197W,YPL043W,0.378,0.785,1.0,952.0
YLR198C,YPL094C,0.0,0.0,0.0,188.0
YLR199C,YMR263W,0.214,0.217,0.506,163.0
YLR200W,YLR212C,0.042,0.214,0.447,501.0
YLR200W,YLR288C,0.155,0.298,0.506,
YLR200W,YML094W,0.184,0.557,0.151,999.0
YLR200W,YMR052W,0.193,0.383,0.449,237.0
YLR201C,YPR086W,0.028,0.182,0.091,
YLR202C,YLR288C,0.0,0.0,0.0,
YLR203C,YLR447C,0.044,0.07,0.775,152.0
YLR203C,YPL019C,0.044,0.643,0.163,163.0
YLR204W,YMR299C,0.057,0.234,0.102,163.0
YLR207W,YLR450W,0.066,0.284,0.239,758.0
YLR207W,YML075C,0.06,0.328,0.486,533.0
YLR207W,YNL095C,0.354,0.383,0.205,
YLR207W,YOL013C,1.0,1.0,0.817,999.0
YLR207W,YPL022W,0.042,0.153,0.445,238.0
YLR208W,YML012W,0.46,0.643,0.207,883.0
YLR208W,YML130C,0.082,0.205,0.456,847.0
YLR208W,YNL307C,0.038,0.34,0.123,345.0
YLR208W,YPL085W,0.1,0.276,0.485,999.0
YLR208W,YPR107C,0.037,0.208,0.594,631.0
YLR209C,YNL189W,0.039,0.126,0.511,166.0
YLR211C,YLR446W,0.183,0.08,0.643,169.0
YLR211C,YNL189W,0.061,0.276,0.166,
YLR212C,YML094W,0.013,0.181,0.067,292.0
YLR212C,YNL126W,0.22,1.0,0.764,999.0
YLR212C,YNL153C,0.042,0.181,0.067,507.0
YLR214W,YMR026C,0.156,0.126,0.095,
YLR214W,YMR054W,0.121,0.06,0.159,215.0
YLR215C,YLR295C,0.052,0.092,0.343,
YLR215C,YLR386W,0.058,0.318,0.388,229.0
YLR215C,YLR447C,0.042,0.089,0.355,
YLR215C,YNL116W,0.125,0.477,1.0,772.0
YLR216C,YMR186W,1.0,0.146,0.599,998.0
YLR216C,YMR303C,0.193,0.235,1.0,
YLR216C,YNL278W,0.239,0.323,0.314,189.0
YLR216C,YNL330C,0.285,0.195,0.325,766.0
YLR216C,YNR032W,0.612,0.207,0.506,349.0
YLR216C,YOR154W,0.917,0.323,0.565,
YLR216C,YOR220W,0.185,0.323,1.0,394.0
