Protein,I_score,Oscore
YGL110C,10,5.5131E-05
YDR362C,12,6.61573E-05
YCL012C,15,8.26966E-05
YPL246C,28,0.000154367
YDR495C,14,7.71835E-05
YIL004C,33,0.000181932
YOL102C,63,0.000347326
YDR513W,38,0.000209498
YCL035C,18,9.92359E-05
YDL003W,62,0.000341812
YKL051W,14,7.71835E-05
YLR316C,67,0.000369378
YHR187W,12,6.61573E-05
YHR198C,16,8.82097E-05
YPR149W,11,6.06442E-05
YDL048C,13,7.16704E-05
YPL239W,45,0.00024809
YMR239C,14,7.71835E-05
YDR289C,50,0.000275655
YGR113W,10,5.5131E-05
YDR468C,23,0.000126801
YOR249C,9,4.96179E-05
YKR023W,24,0.000132315
YDR254W,12,6.61573E-05
YHR058C,63,0.000347326
YPR098C,34,0.000187446
YPR182W,77,0.000424509
YHR197W,6,3.30786E-05
YMR106C,28,0.000154367
YHL020C,8,4.41048E-05
YPL254W,14,7.71835E-05
YNR074C,51,0.000281168
YMR286W,17,9.37228E-05
YDR337W,25,0.000137828
YDR206W,17,9.37228E-05
YLR307W,9,4.96179E-05
YKL062W,23,0.000126801
YDL183C,15,8.26966E-05
YBR163W,11,6.06442E-05
YNL248C,49,0.000270142
YDR489W,78,0.000430022
YOR037W,8,4.41048E-05
YBR066C,25,0.000137828
YPL177C,16,8.82097E-05
YNL193W,8,4.41048E-05
YPR093C,5,2.75655E-05
YGR165W,8,4.41048E-05
YBL086C,11,6.06442E-05
YKL154W,21,0.000115775
YBR269C,21,0.000115775
YOR008C,5,2.75655E-05
YPR172W,7,3.85917E-05
YOR195W,6,3.30786E-05
YJR141W,22,0.000121288
YGR111W,13,7.16704E-05
YCL052C,8,4.41048E-05
YMR048W,31,0.000170906
YER134C,42,0.00023155
YMR031C,5,2.75655E-05
YJL090C,12,6.61573E-05
YDR412W,21,0.000115775
YMR154C,23,0.000126801
YIL019W,12,6.61573E-05
YAL051W,3,1.65393E-05
YOL048C,14,7.71835E-05
YOR084W,10,5.5131E-05
YBL074C,44,0.000242577
YDR100W,13,7.16704E-05
YMR123W,18,9.92359E-05
YBR156C,7,3.85917E-05
YDR034C,6,3.30786E-05
YER182W,13,7.16704E-05
YAL009W,12,6.61573E-05
YBR062C,25,0.000137828
YKL003C,27,0.000148854
YER010C,19,0.000104749
YDL170W,11,6.06442E-05
YKL054C,13,7.16704E-05
YGL198W,42,0.00023155
YMR295C,7,3.85917E-05
YNL081C,25,0.000137828
YDR493W,17,9.37228E-05
YLL009C,67,0.000369378
YPR020W,16,8.82097E-05
YGR271C-A,25,0.000137828
YLR137W,13,7.16704E-05
YIR011C,13,7.16704E-05
YBR053C,33,0.000181932
YHL009C,10,5.5131E-05
YBR137W,11,6.06442E-05
YFR034C,5,2.75655E-05
YDR533C,22,0.000121288
YGL212W,19,0.000104749
YKL094W,63,0.000347326
YJL025W,8,4.41048E-05
YLR173W,4,2.20524E-05
YDR068W,20,0.000110262
YGR193C,16,8.82097E-05
YNL152W,16,8.82097E-05
YCL031C,40,0.000220524
YDR233C,34,0.000187446
YHR059W,11,6.06442E-05
YHL022C,53,0.000292195
YJL006C,26,0.000143341
YJR112W,11,6.06442E-05
YCR046C,13,7.16704E-05
YOL105C,2,1.10262E-05
YNL058C,4,2.20524E-05
YPL067C,12,6.61573E-05
YGL060W,4,2.20524E-05
YDR367W,11,6.06442E-05
YLL002W,12,6.61573E-05
YNL155W,47,0.000259116
YLR039C,7,3.85917E-05
YBR022W,10,5.5131E-05
YOL073C,15,8.26966E-05
YDL049C,5,2.75655E-05
YOR118W,16,8.82097E-05
YER050C,9,4.96179E-05
YPR061C,9,4.96179E-05
YNR051C,38,0.000209498
YBR098W,9,4.96179E-05
YKL052C,9,4.96179E-05
YLR414C,8,4.41048E-05
YML030W,18,9.92359E-05
YHR038W,22,0.000121288
YDL098C,79,0.000435535
YOL026C,7,3.85917E-05
YDR043C,25,0.000137828
YOR283W,22,0.000121288
YBL095W,9,4.96179E-05
YBR193C,10,5.5131E-05
YER030W,5,2.75655E-05
YHR192W,6,3.30786E-05
YGR263C,11,6.06442E-05
YJL166W,19,0.000104749
YLR003C,14,7.71835E-05
YGR235C,10,5.5131E-05
YDR079C-A,48,0.000264629
YOR032C,13,7.16704E-05
YMR149W,12,6.61573E-05
YDR121W,22,0.000121288
YKL162C,14,7.71835E-05
YDL123W,10,5.5131E-05
YFL014W,12,6.61573E-05
YML055W,18,9.92359E-05
YGR076C,11,6.06442E-05
YLR099W-A,7,3.85917E-05
YDL045W-A,14,7.71835E-05
YDR378C,68,0.000374891
YHR045W,12,6.61573E-05
YJR085C,26,0.000143341
YGL145W,8,4.41048E-05
YDR381W,44,0.000242577
YLR295C,12,6.61573E-05
YBR054W,8,4.41048E-05
YLR326W,13,7.16704E-05
YJR089W,13,7.16704E-05
YNL230C,11,6.06442E-05
YOR238W,24,0.000132315
YJL162C,7,3.85917E-05
YOR228C,9,4.96179E-05
YIR030C,12,6.61573E-05
YDR276C,31,0.000170906
YGR215W,19,0.000104749
YDR498C,9,4.96179E-05
YMR311C,11,6.06442E-05
YDL010W,10,5.5131E-05
YDL189W,24,0.000132315
YCR028C-A,15,8.26966E-05
YDR079W,13,7.16704E-05
YMR065W,7,3.85917E-05
YOR215C,10,5.5131E-05
YJR154W,4,2.20524E-05
YHR191C,12,6.61573E-05
YLR271W,60,0.000330786
YMR074C,51,0.000281168
YBL107C,12,6.61573E-05
YML081C-A,15,8.26966E-05
YNL070W,13,7.16704E-05
YDR174W,17,9.37228E-05
YHR156C,41,0.000226037
YDR262W,7,3.85917E-05
YOL086W-A,22,0.000121288
YBR122C,12,6.61573E-05
YHR067W,15,8.26966E-05
YGR158C,12,6.61573E-05
YNL177C,12,6.61573E-05
YOR368W,13,7.16704E-05
YBR072W,14,7.71835E-05
YLR104W,12,6.61573E-05
YDR286C,11,6.06442E-05
YPL121C,6,3.30786E-05
YDR520C,5,2.75655E-05
YJR111C,14,7.71835E-05
YJR074W,50,0.000275655
YLR145W,8,4.41048E-05
YLL063C,16,8.82097E-05
YDR428C,16,8.82097E-05
YDL067C,17,9.37228E-05
YPR139C,13,7.16704E-05
YOR107W,8,4.41048E-05
YKR099W,28,0.000154367
YBR040W,7,3.85917E-05
YLR312W-A,8,4.41048E-05
YJR056C,4,2.20524E-05
YGR053C,9,4.96179E-05
YHR087W,14,7.71835E-05
YML041C,8,4.41048E-05
YLR050C,31,0.000170906
YGR230W,1,5.5131E-06
YKR025W,12,6.61573E-05
YPL041C,6,3.30786E-05
YJR022W,61,0.000336299
YMR126C,4,2.20524E-05
YJR010C-A,30,0.000165393
YNL187W,10,5.5131E-05
YKL011C,8,4.41048E-05
YOR073W,11,6.06442E-05
YDR063W,37,0.000203985
YMR090W,22,0.000121288
YHR079C-A,3,1.65393E-05
YNL138W-A,13,7.16704E-05
YEL066W,5,2.75655E-05
YOR352W,10,5.5131E-05
YGR105W,12,6.61573E-05
YJR103W,25,0.000137828
YLR450W,27,0.000148854
YJL052W,46,0.000253603
YML061C,45,0.00024809
YPL074W,40,0.000220524
YHR091C,22,0.000121288
YDL137W,36,0.000198472
YKL139W,13,7.16704E-05
YJL176C,43,0.000237063
YLR441C,45,0.00024809
YHL033C,34,0.000187446
YLR048W,38,0.000209498
YGR287C,24,0.000132315
YPL212C,58,0.00031976
YPL048W,29,0.00015988
YDR244W,41,0.000226037
YER144C,6,3.30786E-05
YJL056C,36,0.000198472
YDR263C,30,0.000165393
YLR260W,67,0.000369378
YKR104W,51,0.000281168
YNL020C,7,3.85917E-05
YBR024W,35,0.000192959
YER151C,18,9.92359E-05
YBR139W,13,7.16704E-05
YMR297W,14,7.71835E-05
YGL017W,64,0.000352839
YJL137C,35,0.000192959
YDR185C,3,1.65393E-05
YDR147W,32,0.000176419
YNL069C,23,0.000126801
YHR161C,32,0.000176419
YOL119C,25,0.000137828
YNL087W,43,0.000237063
YHR082C,11,6.06442E-05
YGL002W,45,0.00024809
YMR210W,71,0.00039143
YIL131C,17,9.37228E-05
YDR151C,6,3.30786E-05
YBR233W,36,0.000198472
YLR321C,23,0.000126801
YOR153W,9,4.96179E-05
YLR034C,38,0.000209498
YGL200C,32,0.000176419
YGL133W,45,0.00024809
YJL193W,35,0.000192959
YMR013C,43,0.000237063
YEL063C,13,7.16704E-05
YDR508C,5,2.75655E-05
YJL189W,75,0.000413483
YOR038C,20,0.000110262
YER075C,26,0.000143341
YPR157W,17,9.37228E-05
YPL064C,24,0.000132315
YAL030W,35,0.000192959
YNL136W,43,0.000237063
YLR131C,23,0.000126801
YBR092C,18,9.92359E-05
YAR071W,20,0.000110262
YLR442C,9,4.96179E-05
YMR029C,10,5.5131E-05
YNL310C,29,0.00015988
YGR283C,34,0.000187446
YMR037C,38,0.000209498
YJL134W,40,0.000220524
YKL124W,17,9.37228E-05
YLR238W,12,6.61573E-05
YDR469W,11,6.06442E-05
YFL048C,12,6.61573E-05
YOR358W,28,0.000154367
YPL183W-A,24,0.000132315
YJR042W,7,3.85917E-05
YMR153W,4,2.20524E-05
YMR182C,11,6.06442E-05
YLR028C,20,0.000110262
Q0045,31,0.000170906
YIL066C,20,0.000110262
YHL007C,19,0.000104749
YHR174W,12,6.61573E-05
YOR393W,1,5.5131E-06
YPL281C,1,5.5131E-06
YDR111C,45,0.00024809
Q0105,31,0.000170906
YNL298W,14,7.71835E-05
YGL192W,23,0.000126801
YLL019C,24,0.000132315
YIL172C,28,0.000154367
YJL221C,28,0.000154367
YBL008W,20,0.000110262
Q0275,32,0.000176419
YOL059W,13,7.16704E-05
Q0250,29,0.00015988
YDR256C,20,0.000110262
YDR225W,66,0.000363865
YOR226C,45,0.00024809
YDR304C,27,0.000148854
YJL098W,37,0.000203985
YDL226C,52,0.000286681
YDR490C,3,1.65393E-05
YGL202W,23,0.000126801
YHR137W,6,3.30786E-05
YKR092C,32,0.000176419
YDR374C,37,0.000203985
YMR036C,41,0.000226037
YEL039C,29,0.00015988
YER152C,23,0.000126801
YML068W,60,0.000330786
YML073C,23,0.000126801
YIL104C,58,0.00031976
YOR025W,18,9.92359E-05
YHR117W,12,6.61573E-05
YNL125C,35,0.000192959
YBR172C,25,0.000137828
YHR158C,26,0.000143341
YCR048W,24,0.000132315
YHR004C,20,0.000110262
YGL136C,40,0.000220524
YLR176C,37,0.000203985
YPL264C,40,0.000220524
YOR208W,21,0.000115775
YDL206W,32,0.000176419
Q0085,33,0.000181932
YDL200C,19,0.000104749
YCR065W,39,0.000215011
YJL035C,38,0.000209498
YAR019C,10,5.5131E-05
YGL035C,28,0.000154367
YCR038C,23,0.000126801
YCR033W,28,0.000154367
YER054C,20,0.000110262
YBR019C,29,0.00015988
YPL230W,26,0.000143341
YJL203W,24,0.000132315
YIR036C,9,4.96179E-05
YCR054C,12,6.61573E-05
YER120W,58,0.00031976
YOR106W,10,5.5131E-05
YMR192W,12,6.61573E-05
YOR295W,17,9.37228E-05
YNL326C,34,0.000187446
YMR152W,20,0.000110262
YAL046C,37,0.000203985
YJL048C,22,0.000121288
YGL220W,40,0.000220524
YOL088C,6,3.30786E-05
YGL056C,10,5.5131E-05
YGL033W,39,0.000215011
YPL038W,12,6.61573E-05
YOL084W,13,7.16704E-05
YOR205C,16,8.82097E-05
YOR285W,35,0.000192959
YDL072C,40,0.000220524
YKL008C,46,0.000253603
YJR113C,38,0.000209498
YKR060W,11,6.06442E-05
YHL018W,37,0.000203985
YHR078W,19,0.000104749
YCR003W,17,9.37228E-05
YCR060W,8,4.41048E-05
YJR082C,7,3.85917E-05
YBR111W-A,50,0.000275655
YJR066W,28,0.000154367
YBL075C,13,7.16704E-05
YOL164W,8,4.41048E-05
YIL082W-A,20,0.000110262
YGR109W-B,18,9.92359E-05
YAL054C,17,9.37228E-05
YHR135C,14,7.71835E-05
YPL270W,13,7.16704E-05
YHR031C,17,9.37228E-05
YER169W,13,7.16704E-05
YDR523C,20,0.000110262
YFR037C,20,0.000110262
YGR184C,28,0.000154367
YGL210W,17,9.37228E-05
YER047C,31,0.000170906
YLR024C,28,0.000154367
YDL101C,7,3.85917E-05
YJL177W,29,0.00015988
YMR058W,19,0.000104749
YFL041W,20,0.000110262
YHR050W,27,0.000148854
YIL106W,15,8.26966E-05
YBR059C,19,0.000104749
YKL218C,36,0.000198472
YMR223W,12,6.61573E-05
YOR034C,16,8.82097E-05
YFL034C-B,13,7.16704E-05
YLR449W,17,9.37228E-05
YNL092W,34,0.000187446
YNL101W,28,0.000154367
YKL146W,18,9.92359E-05
YJR032W,8,4.41048E-05
YGR109C,6,3.30786E-05
YFR040W,6,3.30786E-05
YLR246W,55,0.000303221
YIL044C,35,0.000192959
YMR018W,6,3.30786E-05
YEL038W,59,0.000325273
YER119C,19,0.000104749
YGL049C,32,0.000176419
YPR117W,40,0.000220524
YOL039W,9,4.96179E-05
YOR064C,16,8.82097E-05
YBR177C,9,4.96179E-05
YCL011C,17,9.37228E-05
YBL009W,12,6.61573E-05
YDR284C,43,0.000237063
YLR426W,6,3.30786E-05
YOR307C,52,0.000286681
YLR023C,18,9.92359E-05
YBR251W,20,0.000110262
YDR081C,20,0.000110262
YIR004W,29,0.00015988
YDR358W,24,0.000132315
YDL024C,18,9.92359E-05
YML015C,19,0.000104749
YDL165W,18,9.92359E-05
YCR083W,15,8.26966E-05
YDR503C,15,8.26966E-05
YJL082W,32,0.000176419
YDL002C,21,0.000115775
YLR179C,34,0.000187446
YGL223C,3,1.65393E-05
YOR085W,27,0.000148854
YCR097W,4,2.20524E-05
YLR335W,32,0.000176419
YMR067C,33,0.000181932
YDL056W,9,4.96179E-05
YLR080W,15,8.26966E-05
YBR265W,28,0.000154367
YJL201W,22,0.000121288
YER116C,14,7.71835E-05
YOR177C,1,5.5131E-06
YHR052W,27,0.000148854
YER087C-B,24,0.000132315
YLR165C,23,0.000126801
YCR071C,14,7.71835E-05
YIL126W,39,0.000215011
YER017C,26,0.000143341
YLR174W,33,0.000181932
YPL036W,6,3.30786E-05
YOR328W,6,3.30786E-05
YJR009C,9,4.96179E-05
YMR306W,8,4.41048E-05
YOR061W,13,7.16704E-05
YIL035C,16,8.82097E-05
YGL171W,24,0.000132315
YEL061C,12,6.61573E-05
YMR145C,24,0.000132315
YOR185C,35,0.000192959
YDL019C,19,0.000104749
YDR243C,16,8.82097E-05
YJL094C,21,0.000115775
YLR134W,7,3.85917E-05
YBL067C,14,7.71835E-05
YER031C,18,9.92359E-05
YEL041W,7,3.85917E-05
YML016C,18,9.92359E-05
YPR125W,19,0.000104749
YHR179W,21,0.000115775
YDR338C,49,0.000270142
YDR205W,23,0.000126801
YKL068W,13,7.16704E-05
YJR001W,37,0.000203985
YLR361C,17,9.37228E-05
YLR210W,26,0.000143341
YNL096C,31,0.000170906
YIL074C,20,0.000110262
YER048C,30,0.000165393
YNR048W,10,5.5131E-05
YPL258C,10,5.5131E-05
YBR002C,33,0.000181932
YDR492W,15,8.26966E-05
YPL191C,55,0.000303221
YOR316C,11,6.06442E-05
YLR144C,11,6.06442E-05
YGR108W,16,8.82097E-05
YBR242W,39,0.000215011
YLR206W,22,0.000121288
YDR145W,22,0.000121288
YGL092W,35,0.000192959
YNL293W,31,0.000170906
YDR541C,19,0.000104749
YOL151W,13,7.16704E-05
YIL088C,17,9.37228E-05
Q0050,6,3.30786E-05
YBR030W,11,6.06442E-05
YGR277C,23,0.000126801
YGL144C,8,4.41048E-05
YGR133W,7,3.85917E-05
YPL060W,37,0.000203985
YER105C,4,2.20524E-05
YDL070W,30,0.000165393
YOR334W,17,9.37228E-05
YHL024W,12,6.61573E-05
YJL013C,13,7.16704E-05
YJL187C,19,0.000104749
YHL017W,26,0.000143341
YDR026C,21,0.000115775
YGR017W,18,9.92359E-05
YPL089C,31,0.000170906
YDL130W,14,7.71835E-05
YNL095C,3,1.65393E-05
YLR152C,7,3.85917E-05
YDR007W,17,9.37228E-05
YML118W,9,4.96179E-05
YHR110W,11,6.06442E-05
YER037W,5,2.75655E-05
YOR058C,21,0.000115775
YMR073C,16,8.82097E-05
YBL032W,21,0.000115775
YJR060W,15,8.26966E-05
YMR307W,9,4.96179E-05
YLR213C,7,3.85917E-05
YDR257C,33,0.000181932
YJR149W,21,0.000115775
YHR189W,40,0.000220524
YOR080W,12,6.61573E-05
YFL042C,46,0.000253603
YGR186W,20,0.000110262
YHL039W,36,0.000198472
YER028C,27,0.000148854
YBR273C,25,0.000137828
YOR353C,22,0.000121288
YCR087C-A,22,0.000121288
YLR136C,16,8.82097E-05
YNR026C,11,6.06442E-05
YJR116W,33,0.000181932
YLR298C,18,9.92359E-05
YGL208W,55,0.000303221
YLR067C,10,5.5131E-05
YDL057W,10,5.5131E-05
YBL051C,17,9.37228E-05
YOR180C,22,0.000121288
YER062C,6,3.30786E-05
YBR257W,38,0.000209498
YIL114C,6,3.30786E-05
YIR013C,2,1.10262E-05
YDR379C-A,26,0.000143341
YLR065C,25,0.000137828
YLR013W,1,5.5131E-06
YKL006C-A,13,7.16704E-05
YAL033W,39,0.000215011
YGR072W,9,4.96179E-05
YPR200C,13,7.16704E-05
YMR069W,11,6.06442E-05
YGR183C,43,0.000237063
YER103W,11,6.06442E-05
YAL023C,9,4.96179E-05
YPL119C,20,0.000110262
YLR397C,37,0.000203985
YPL106C,28,0.000154367
YML100W,4,2.20524E-05
YAL021C,40,0.000220524
YJL164C,4,2.20524E-05
YBL011W,18,9.92359E-05
YMR096W,27,0.000148854
YOL122C,35,0.000192959
YGL203C,15,8.26966E-05
YPL184C,18,9.92359E-05
YNL007C,8,4.41048E-05
YER145C,11,6.06442E-05
YDL161W,7,3.85917E-05
YGL147C,34,0.000187446
YML020W,16,8.82097E-05
YGL178W,10,5.5131E-05
YBR103W,19,0.000104749
YGR148C,41,0.000226037
YDL122W,11,6.06442E-05
YHR115C,7,3.85917E-05
YEL040W,6,3.30786E-05
YBR147W,4,2.20524E-05
YJL132W,18,9.92359E-05
YPR008W,10,5.5131E-05
YDR352W,13,7.16704E-05
YLR308W,12,6.61573E-05
YLR313C,2,1.10262E-05
YKR074W,35,0.000192959
YBR290W,15,8.26966E-05
YNR058W,11,6.06442E-05
YOR040W,9,4.96179E-05
YNL097C,23,0.000126801
YDL063C,15,8.26966E-05
YLR120C,6,3.30786E-05
YNR059W,5,2.75655E-05
YIL014W,7,3.85917E-05
YJL073W,19,0.000104749
YMR199W,6,3.30786E-05
YAL034C,9,4.96179E-05
YLR149C,16,8.82097E-05
YHR177W,7,3.85917E-05
YPL126W,29,0.00015988
YDR087C,50,0.000275655
YNR037C,26,0.000143341
YER059W,10,5.5131E-05
YDR346C,7,3.85917E-05
YHR063C,14,7.71835E-05
YMR287C,9,4.96179E-05
YOL054W,44,0.000242577
YPL004C,7,3.85917E-05
YMR070W,25,0.000137828
YOL152W,15,8.26966E-05
YMR265C,6,3.30786E-05
YOR052C,7,3.85917E-05
YOR384W,17,9.37228E-05
YJR106W,11,6.06442E-05
YLL051C,6,3.30786E-05
YJL140W,31,0.000170906
YNL151C,10,5.5131E-05
YHR034C,10,5.5131E-05
YIL111W,12,6.61573E-05
YJR053W,7,3.85917E-05
YOL149W,6,3.30786E-05
YGL127C,24,0.000132315
YPR007C,8,4.41048E-05
YHR005C-A,46,0.000253603
YOR337W,6,3.30786E-05
YIR015W,14,7.71835E-05
YGL039W,5,2.75655E-05
YDR115W,17,9.37228E-05
YLR192C,11,6.06442E-05
YJL011C,38,0.000209498
YDR319C,12,6.61573E-05
YDL202W,12,6.61573E-05
YPR170W-B,13,7.16704E-05
YMR225C,12,6.61573E-05
YML009C,14,7.71835E-05
YDR231C,9,4.96179E-05
YMR263W,6,3.30786E-05
YOR221C,6,3.30786E-05
YDL185W,17,9.37228E-05
YMR085W,1,5.5131E-06
YAL017W,13,7.16704E-05
YLR249W,7,3.85917E-05
YOR239W,19,0.000104749
YNL299W,26,0.000143341
YJL222W,16,8.82097E-05
YIL173W,16,8.82097E-05
YLR328W,32,0.000176419
YIL149C,10,5.5131E-05
YDR438W,12,6.61573E-05
YPL003W,32,0.000176419
YFR021W,27,0.000148854
YMR047C,20,0.000110262
YGL004C,26,0.000143341
YPL050C,10,5.5131E-05
YEL036C,8,4.41048E-05
YOR166C,15,8.26966E-05
YOL095C,14,7.71835E-05
YGR250C,22,0.000121288
YDR030C,8,4.41048E-05
YNL063W,40,0.000220524
YPL215W,16,8.82097E-05
YJL061W,9,4.96179E-05
YNL283C,3,1.65393E-05
YOR340C,28,0.000154367
YDL216C,16,8.82097E-05
YNL065W,6,3.30786E-05
YLL038C,9,4.96179E-05
YMR119W,5,2.75655E-05
YKL047W,34,0.000187446
YER051W,28,0.000154367
YGL185C,3,1.65393E-05
YPR015C,33,0.000181932
YJL217W,7,3.85917E-05
YDL059C,9,4.96179E-05
YML051W,12,6.61573E-05
YPR114W,7,3.85917E-05
YLL023C,27,0.000148854
YDR031W,9,4.96179E-05
YER066W,3,1.65393E-05
YLR007W,26,0.000143341
YKR034W,6,3.30786E-05
YBR278W,9,4.96179E-05
YCR016W,17,9.37228E-05
YBL052C,19,0.000104749
YPL081W,20,0.000110262
YGR043C,1,5.5131E-06
YDL036C,15,8.26966E-05
YOL066C,14,7.71835E-05
YAR035W,10,5.5131E-05
YDR217C,11,6.06442E-05
YNL004W,13,7.16704E-05
YOR219C,9,4.96179E-05
YOR134W,22,0.000121288
YIL121W,4,2.20524E-05
YBL103C,19,0.000104749
YER041W,22,0.000121288
YLR162W-A,10,5.5131E-05
YLR070C,7,3.85917E-05
YLR439W,8,4.41048E-05
YMR285C,18,9.92359E-05
YER039C,2,1.10262E-05
YDL078C,7,3.85917E-05
YGR292W,8,4.41048E-05
YDL042C,12,6.61573E-05
YDL093W,1,5.5131E-06
YOR192C-B,2,1.10262E-05
YDR210W-B,1,5.5131E-06
YLR410W-B,3,1.65393E-05
YLR035C-A,2,1.10262E-05
YPL150W,13,7.16704E-05
YHR162W,17,9.37228E-05
YDR165W,31,0.000170906
YBL089W,12,6.61573E-05
YLR099C,8,4.41048E-05
YNL331C,20,0.000110262
YJL105W,10,5.5131E-05
YMR060C,6,3.30786E-05
YBR119W,15,8.26966E-05
YML019W,6,3.30786E-05
YDR321W,17,9.37228E-05
YDR451C,9,4.96179E-05
YGR057C,12,6.61573E-05
YOR347C,20,0.000110262
YHR016C,27,0.000148854
YBR140C,20,0.000110262
YGL014W,18,9.92359E-05
YOR054C,4,2.20524E-05
YNR065C,18,9.92359E-05
YMR127C,25,0.000137828
YIL031W,26,0.000143341
YNR013C,34,0.000187446
YNL012W,18,9.92359E-05
YCL024W,8,4.41048E-05
YPR190C,35,0.000192959
YCL025C,6,3.30786E-05
YGR191W,22,0.000121288
YOL144W,12,6.61573E-05
YDR356W,29,0.00015988
YLL005C,5,2.75655E-05
YJR155W,8,4.41048E-05
YIL045W,14,7.71835E-05
YNL167C,24,0.000132315
YDR198C,23,0.000126801
YGL021W,9,4.96179E-05
YDL085C-A,14,7.71835E-05
YDR235W,27,0.000148854
YOL111C,13,7.16704E-05
YJL210W,29,0.00015988
YJL179W,23,0.000126801
YMR194C-B,16,8.82097E-05
YGL098W,13,7.16704E-05
YIL076W,22,0.000121288
YJL065C,11,6.06442E-05
YNL289W,19,0.000104749
YDR135C,15,8.26966E-05
YBR245C,15,8.26966E-05
YDR039C,15,8.26966E-05
YDL229W,4,2.20524E-05
YMR266W,15,8.26966E-05
YML072C,17,9.37228E-05
YLR044C,10,5.5131E-05
YKL078W,7,3.85917E-05
YPR194C,8,4.41048E-05
YGR138C,3,1.65393E-05
YCR037C,4,2.20524E-05
YNR011C,6,3.30786E-05
YGL139W,4,2.20524E-05
YLR096W,8,4.41048E-05
YBR142W,16,8.82097E-05
YNR055C,8,4.41048E-05
YMR008C,21,0.000115775
YBL066C,7,3.85917E-05
YFL050C,4,2.20524E-05
YDR539W,8,4.41048E-05
YFL002C,15,8.26966E-05
YKL015W,6,3.30786E-05
YIL002C,6,3.30786E-05
YJL212C,9,4.96179E-05
Q0065,1,5.5131E-06
YGR092W,6,3.30786E-05
YBR021W,5,2.75655E-05
YOL103W,4,2.20524E-05
YOL086C,3,1.65393E-05
YDL194W,5,2.75655E-05
YGL077C,10,5.5131E-05
YPL153C,11,6.06442E-05
YHL011C,17,9.37228E-05
YML115C,6,3.30786E-05
YDL112W,15,8.26966E-05
YLR451W,10,5.5131E-05
YKL173W,8,4.41048E-05
YKL101W,13,7.16704E-05
YOR273C,7,3.85917E-05
YDR395W,5,2.75655E-05
YLR300W,4,2.20524E-05
YMR237W,2,1.10262E-05
YNL186W,13,7.16704E-05
YMR238W,5,2.75655E-05
YJR090C,14,7.71835E-05
YDR160W,4,2.20524E-05
YOL132W,6,3.30786E-05
YBR162C,9,4.96179E-05
YOL030W,5,2.75655E-05
YBL068W,12,6.61573E-05
YNL066W,2,1.10262E-05
YOL061W,6,3.30786E-05
YHR048W,5,2.75655E-05
YDL108W,7,3.85917E-05
YIL151C,5,2.75655E-05
YBR008C,5,2.75655E-05
YHR032W,8,4.41048E-05
YJL042W,7,3.85917E-05
YER155C,10,5.5131E-05
YPL179W,2,1.10262E-05
YMR305C,9,4.96179E-05
YBR241C,4,2.20524E-05
YJL092W,8,4.41048E-05
YLR357W,24,0.000132315
YER113C,4,2.20524E-05
YBL061C,15,8.26966E-05
YMR313C,11,6.06442E-05
YDR009W,7,3.85917E-05
YDL154W,15,8.26966E-05
YMR139W,3,1.65393E-05
YLR324W,6,3.30786E-05
YBR291C,6,3.30786E-05
YOL100W,7,3.85917E-05
YBR161W,12,6.61573E-05
YAR050W,3,1.65393E-05
YJL084C,9,4.96179E-05
YNR034W,9,4.96179E-05
YBR180W,8,4.41048E-05
YKL152C,10,5.5131E-05
YMR280C,3,1.65393E-05
YMR110C,8,4.41048E-05
YER089C,4,2.20524E-05
YDL246C,5,2.75655E-05
YDR403W,7,3.85917E-05
YNR038W,7,3.85917E-05
YER024W,4,2.20524E-05
YKL174C,7,3.85917E-05
YFL016C,5,2.75655E-05
YIL137C,5,2.75655E-05
YHR178W,7,3.85917E-05
YDL017W,6,3.30786E-05
YJL171C,3,1.65393E-05
YGL028C,8,4.41048E-05
YIL120W,6,3.30786E-05
YNL323W,6,3.30786E-05
YJL106W,5,2.75655E-05
YJR059W,4,2.20524E-05
YHL014C,4,2.20524E-05
YBR283C,5,2.75655E-05
YPL134C,4,2.20524E-05
YHL008C,6,3.30786E-05
YBR207W,5,2.75655E-05
YIR033W,12,6.61573E-05
YOR018W,5,2.75655E-05
YDR069C,7,3.85917E-05
YBR056W,7,3.85917E-05
YLR047C,8,4.41048E-05
YCR105W,4,2.20524E-05
YDR072C,6,3.30786E-05
YBL045C,4,2.20524E-05
YJR096W,4,2.20524E-05
YKL088W,5,2.75655E-05
YJR075W,4,2.20524E-05
YKL150W,7,3.85917E-05
YPR165W,13,7.16704E-05
YGL038C,9,4.96179E-05
YOL062C,5,2.75655E-05
YKL106W,4,2.20524E-05
YLR387C,13,7.16704E-05
YOR120W,2,1.10262E-05
YDR316W,10,5.5131E-05
YNL091W,10,5.5131E-05
YGL179C,2,1.10262E-05
YNL073W,5,2.75655E-05
YMR267W,5,2.75655E-05
YGR009C,7,3.85917E-05
YIL118W,5,2.75655E-05
YDR098C,26,0.000143341
YOL092W,13,7.16704E-05
YGL064C,8,4.41048E-05
YHR084W,9,4.96179E-05
YKR052C,5,2.75655E-05
YGR110W,7,3.85917E-05
YDL035C,10,5.5131E-05
YOR256C,3,1.65393E-05
YOR051C,6,3.30786E-05
YJL156C,6,3.30786E-05
YEL056W,7,3.85917E-05
YFR029W,5,2.75655E-05
YBR149W,3,1.65393E-05
YDR538W,5,2.75655E-05
YPL129W,9,4.96179E-05
YER111C,7,3.85917E-05
